Date,Title,Price,Star,Reviews,Brand,CPU,CPU_Segment,CPU_Segment_Detail,GPU,RAM,SSD,Screen_inch,Panel,OLED,Screen_HZ,Color,Link
20251113,"ASUS - TUF A16 16"" FHD+ 144Hz Gaming Laptop,AMD Ryzen 5 7535HS,GeForce RTX 4050,16GB DDR5,1TB SSD,Win 11 Pro - Black",1069,,,ASUS,AMD Ryzen 5 7535HS,Ryzen 5,Ryzen 5 7535HS,RTX 4050,16,1TB,16,FHD,,144,Black,https://www.bestbuy.com/product/asus-tuf-a16-16-fhd-144hz-gaming-laptopamd-ryzen-5-7535hsgeforce-rtx-405016gb-ddr51tb-ssdwin-11-pro-black/JJG7VT5623
20251113,"ASUS - TUF A16 16"" FHD+ 144Hz Gaming Laptop,AMD Ryzen 5 7535HS,GeForce RTX 4050,64GB DDR5,4TB SSD,Win 11 Pro - Black",1499,,,ASUS,AMD Ryzen 5 7535HS,Ryzen 5,Ryzen 5 7535HS,RTX 4050,64,4TB,16,FHD,,144,Black,https://www.bestbuy.com/product/asus-tuf-a16-16-fhd-144hz-gaming-laptopamd-ryzen-5-7535hsgeforce-rtx-405064gb-ddr54tb-ssdwin-11-pro-black/JJG7VTWX35
20251113,"MSI - Thin 15.6"" FHD 144Hz Gaming Laptop,Intel i5-13420H,64GB DDR4,4TB SSD,NVIDIA GeForce RTX 3050,Win 11 Pro - Gray",1299,,,MSI,Intel i5-13420H,Core i5,Core i5 13420H,RTX 3050,64,4TB,15.6,FHD,,144,Gray,https://www.bestbuy.com/product/msi-thin-15-6-fhd-144hz-gaming-laptopintel-i5-13420h64gb-ddr44tb-ssdnvidia-geforce-rtx-3050win-11-pro-gray/J3P7T38T33
20251113,"MSI - Thin 15.6"" FHD 144Hz Gaming Laptop,Intel i5-13420H,16GB DDR4,512GB SSD,NVIDIA GeForce RTX 3050,Win 11 Pro - Gray",799,,,MSI,Intel i5-13420H,Core i5,Core i5 13420H,RTX 3050,16,512GB,15.6,FHD,,144,Gray,https://www.bestbuy.com/product/msi-thin-15-6-fhd-144hz-gaming-laptopintel-i5-13420h16gb-ddr4512gb-ssdnvidia-geforce-rtx-3050win-11-pro-gray/J3P7T37K4R
20251113,"MSI - Thin 15.6"" FHD 144Hz Gaming Laptop,Intel i5-13420H,16GB DDR4,1TB SSD,NVIDIA GeForce RTX 3050,Win 11 Pro - Gray",849,,,MSI,Intel i5-13420H,Core i5,Core i5 13420H,RTX 3050,16,1TB,15.6,FHD,,144,Gray,https://www.bestbuy.com/product/msi-thin-15-6-fhd-144hz-gaming-laptopintel-i5-13420h16gb-ddr41tb-ssdnvidia-geforce-rtx-3050win-11-pro-gray/J3P7T2V489
20251113,"HP - Victus 15.6"" FHD Gaming Laptop - Intel Core i5-13420H - 64GB RAM - 2TB SSD - NVIDIA GeForce RTX 4050 - PCO LT Cooler - Black",1159,,,HP,Intel Core i5-13420H,Core i5,Core i5 13420H,RTX 4050,64,2TB,15.6,FHD,,,Black,https://www.bestbuy.com/product/hp-victus-15-6-fhd-gaming-laptop-intel-core-i5-13420h-64gb-ram-2tb-ssd-nvidia-geforce-rtx-4050-pco-lt-cooler-black/JJG9TW8Z8Z/sku/11277622
20251113,"ASUS - TUF A16 16"" FHD+ 144Hz Gaming Laptop,AMD Ryzen 5 7535HS,GeForce RTX 4050,64GB DDR5,2TB SSD,Win 11 Pro - Black",1349,,,ASUS,AMD Ryzen 5 7535HS,Ryzen 5,Ryzen 5 7535HS,RTX 4050,64,2TB,16,FHD,,144,Black,https://www.bestbuy.com/product/asus-tuf-a16-16-fhd-144hz-gaming-laptopamd-ryzen-5-7535hsgeforce-rtx-405064gb-ddr52tb-ssdwin-11-pro-black/JJG7VW7SL8
20251113,"HP - Victus 15.6"" Gaming Laptop,AMD Ryzen 7 7445HS,GeForce RTX 4050,16GB DDR5,512GB SSD+1TB Dock Station,Win 11 Pro - Silver",949,,,HP,AMD Ryzen 7 7445HS,Ryzen 7,Ryzen 7 7445HS,RTX 4050,16,512GB,15.6,,,,Silver,https://www.bestbuy.com/product/hp-victus-15-6-gaming-laptopamd-ryzen-7-7445hsgeforce-rtx-405016gb-ddr5512gb-ssd-1tb-dock-stationwin-11-pro-silver/JJG2RTGYQS
20251113,"HP - Victus 15.6"" Gaming Laptop,AMD Ryzen 7 7445HS,GeForce RTX 4050,32GB DDR5,2TB SSD+1TB Dock Station,Win 11 Pro - Silver",1149,,,HP,AMD Ryzen 7 7445HS,Ryzen 7,Ryzen 7 7445HS,RTX 4050,32,2TB,15.6,,,,Silver,https://www.bestbuy.com/product/hp-victus-15-6-gaming-laptopamd-ryzen-7-7445hsgeforce-rtx-405032gb-ddr52tb-ssd-1tb-dock-stationwin-11-pro-silver/JJG2RWP4Q8
20251113,"HP - Victus 15.6"" Gaming Laptop,AMD Ryzen 7 7445HS,GeForce RTX 4050,32GB DDR5,1TB SSD+1TB Dock Station,Win 11 Pro - Silver",1079,,,HP,AMD Ryzen 7 7445HS,Ryzen 7,Ryzen 7 7445HS,RTX 4050,32,1TB,15.6,,,,Silver,https://www.bestbuy.com/product/hp-victus-15-6-gaming-laptopamd-ryzen-7-7445hsgeforce-rtx-405032gb-ddr51tb-ssd-1tb-dock-stationwin-11-pro-silver/JJG2RT9R63
20251113,"Thunderobot - STORM 17.3"" QHD Gaming Laptop - Intel Core i7-13620H with 16GB RAM - NVIDIA GeForce RTX 5060 - 1TB SSD - Black",1649,,,Thunderobot,Intel Core i7-13620H,Core i7,Core i7 13620H,RTX 5060,16,1TB,17.3,QHD,,,Black,https://www.bestbuy.com/product/thunderobot-storm-17-3-qhd-gaming-laptop-intel-core-i7-13620h-with-16gb-ram-nvidia-geforce-rtx-5060-1tb-ssd-black/JCTWV2TP8K/sku/11083421
20251113,"HP - Victus 15.6"" Gaming Laptop,AMD Ryzen 7 7445HS,GeForce RTX 4050,64GB DDR5,2TB SSD+1TB Dock Station,Win 11 Pro - Silver",1299,,,HP,AMD Ryzen 7 7445HS,Ryzen 7,Ryzen 7 7445HS,RTX 4050,64,2TB,15.6,,,,Silver,https://www.bestbuy.com/product/hp-victus-15-6-gaming-laptopamd-ryzen-7-7445hsgeforce-rtx-405064gb-ddr52tb-ssd-1tb-dock-stationwin-11-pro-silver/JJG2RWW4CP
20251113,"HP - Victus 15.6"" Gaming Laptop,AMD Ryzen 7 7445HS,GeForce RTX 4050,32GB DDR5,1TB SSD+1TB Dock Station,Win 11 Pro - Silver",1079,,,HP,AMD Ryzen 7 7445HS,Ryzen 7,Ryzen 7 7445HS,RTX 4050,32,1TB,15.6,,,,Silver,https://www.bestbuy.com/product/hp-victus-15-6-gaming-laptopamd-ryzen-7-7445hsgeforce-rtx-405032gb-ddr51tb-ssd-1tb-dock-stationwin-11-pro-silver/JJG2RT9R63
20251113,"Lenovo - Legion 5 15.1"" Gaming, Intel i7-14700HX, RTX 5060 , 64GB DDR5, 4TB SSD,Win 11 Pro, 512GB Docking Station - Black",2249,,,Lenovo,Intel i7-14700HX,Core i7,Core i7 14700HX,RTX 5060,64,4TB,15.1,,,,Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-gaming-intel-i7-14700hx-rtx-5060--64gb-ddr5-4tb-ssdwin-11-pro-512gb-docking-station-black/JJGXYGHFCH/sku/10864235
20251113,"NIMO - 15.6"" IPS FHD-Gaming-Laptop, 8 Cores AMD Ryzen 7 6800H 64GB DDR5 RAM 2TB SSD 4.7GHz Fingerprint 100W - Black",899.99,,,NIMO,AMD Ryzen 7 6800H,Ryzen 7,Ryzen 7 6800H,,64,2TB,15.6,FHD,,,Black,https://www.bestbuy.com/product/nimo-15-6-ips-fhd-gaming-laptop-8-cores-amd-ryzen-7-6800h-64gb-ddr5-ram-2tb-ssd-4-7ghz-fingerprint-100w-black/JJGHQYT7PJ
20251113,"NIMO - 15.6"" IPS FHD-Gaming-Laptop, 8 Cores AMD Ryzen 7 6800H 32GB DDR5 RAM 1TB SSD 4.7GHz Fingerprint 100W - Black",589.99,,,NIMO,AMD Ryzen 7 6800H,Ryzen 7,Ryzen 7 6800H,,32,1TB,15.6,FHD,,,Black,https://www.bestbuy.com/product/nimo-15-6-ips-fhd-gaming-laptop-8-cores-amd-ryzen-7-6800h-32gb-ddr5-ram-1tb-ssd-4-7ghz-fingerprint-100w-black/JJGHQYHKRL
20251113,"Thunderobot - ZERO 16 16"" 360Hz WQXGA Gaming Laptop - Intel Core Ultra 9 275HX - NVIDIA RTX 5070 Ti - 32GB DDR5 Memory - 1TB Storage - Black",2719,,,Thunderobot,Intel Core Ultra 9 275HX,Core Ultra 9,Core Ultra 9 275HX,RTX 5070 Ti,32,1TB,16,WQXGA,,360,Black,https://www.bestbuy.com/product/thunderobot-zero-16-16-360hz-wqxga-gaming-laptop-intel-core-ultra-9-275hx-nvidia-rtx-5070-ti-32gb-ddr5-memory-1tb-storage-black/J28H669SJJ/sku/10887327
20251113,"NIMO - 17.3"" IPS FHD-Gaming-Laptop, 8 Cores AMD Ryzen 7 6800H 64GB DDR5 RAM 2TB SSD 4.7GHz Fingerprint 100W - Blue",1159,,,NIMO,AMD Ryzen 7 6800H,Ryzen 7,Ryzen 7 6800H,,64,2TB,17.3,FHD,,,Blue,https://www.bestbuy.com/product/nimo-17-3-ips-fhd-gaming-laptop-8-cores-amd-ryzen-7-6800h-64gb-ddr5-ram-2tb-ssd-4-7ghz-fingerprint-100w-blue/JJGHQYT7LZ
20251113,"NIMO - 17.3"" IPS FHD-Gaming-Laptop, 8 Cores AMD Ryzen 7 6800H 16GB DDR5 RAM 2TB SSD 4.7GHz Fingerprint 100W - Blue",699,,,NIMO,AMD Ryzen 7 6800H,Ryzen 7,Ryzen 7 6800H,,16,2TB,17.3,FHD,,,Blue,https://www.bestbuy.com/product/nimo-17-3-ips-fhd-gaming-laptop-8-cores-amd-ryzen-7-6800h-16gb-ddr5-ram-2tb-ssd-4-7ghz-fingerprint-100w-blue/JJGHQYT7G4
20251113,"Alienware - 16 Area-51 Gaming Laptop (Ultra 9- 275HX, 32GB, 2TB PCIe SSD, 16.0 (2560x1600), RTX 5070 Ti, Win 11 Home) - Liquid Teal",2989.99,,,Dell,,,,RTX 5070 Ti,32,,,,,,Liquid Teal,https://www.bestbuy.com/product/alienware-16-area-51-gaming-laptop-ultra-9-275hx-32gb-2tb-pcie-ssd-16-0-2560x1600-rtx-5070-ti-win-11-home-liquid-teal/JJGHT4SPTG
20251113,"MSI - 18"" Gaming Laptop 3840 x 2400 () - AMD Ryzen AI 9 HX 370 with 64GB Memory - GeForce RTX 5090 - 2 TB SSD - Midnight Black, Black",4215.99,,,MSI,AMD Ryzen AI 9 HX,Ryzen AI 9,RYZEN AI 9 ,RTX 5090,64,2TB,18,,,,"Midnight Black, Black",https://www.bestbuy.com/product/msi-18-gaming-laptop-3840-x-2400--amd-ryzen-ai-9-hx-370-with-64gb-memory-geforce-rtx-5090-2-tb-ssd-midnight-black-black/J3P7TXRCL4
20251113,"ASUS - ROG Strix Gaming Laptop (Ryzen 9 8940HX, 16GB, 1TB PCIe SSD, 16.0 WUXGA (1920x1200), RTX 5070 Ti, Win 11 Home) - Eclipse Gray",2099.99,,,ASUS,Ryzen 9 8940HX,Ryzen 9,Ryzen 9 8940HX,RTX 5070 Ti,16,1TB,,WUXGA,,,Eclipse Gray,https://www.bestbuy.com/product/asus-rog-strix-gaming-laptop-ryzen-9-8940hx-16gb-1tb-pcie-ssd-16-0-wuxga-1920x1200-rtx-5070-ti-win-11-home-eclipse-gray/JJGHT46JJZ
20251113,"Thunderobot - ZERO 16 16"" 360Hz WQXGA Gaming Laptop - Intel Core Ultra 9 275HX - NVIDIA RTX 5070 Ti - 64GB DDR5 Memory - 4TB SSD - Black",2599,,,Thunderobot,Intel Core Ultra 9 275HX,Core Ultra 9,Core Ultra 9 275HX,RTX 5070 Ti,64,4TB,16,WQXGA,,360,Black,https://www.bestbuy.com/product/thunderobot-zero-16-16-360hz-wqxga-gaming-laptop-intel-core-ultra-9-275hx-nvidia-rtx-5070-ti-64gb-ddr5-memory-4tb-ssd-black/J28H669SJQ/sku/10887363
20251113,"Thunderobot - Radiant 16 16"" WQXGA Gaming Laptop - Intel Core i9-14900HX with 32GB RAM - NVIDIA GeForce RTX 5060 - 2TB SSD - Black",1599,,,Thunderobot,Intel Core i9-14900HX,Core i9,Core i9 14900HX,RTX 5060,32,2TB,16,WQXGA,,,Black,https://www.bestbuy.com/product/thunderobot-radiant-16-16-wqxga-gaming-laptop-intel-core-i9-14900hx-with-32gb-ram-nvidia-geforce-rtx-5060-2tb-ssd-black/JCTWFWSX8S/sku/11083414
20251113,"HP - Victus 15.6"" Gaming Laptop,AMD Ryzen 7 7445HS,GeForce RTX 4050,16GB DDR5,1TB SSD+1TB Dock Station,Win 11 Pro - Silver",999,,,HP,AMD Ryzen 7 7445HS,Ryzen 7,Ryzen 7 7445HS,RTX 4050,16,1TB,15.6,,,,Silver,https://www.bestbuy.com/product/hp-victus-15-6-gaming-laptopamd-ryzen-7-7445hsgeforce-rtx-405016gb-ddr51tb-ssd-1tb-dock-stationwin-11-pro-silver/JJG2RT4X5R
20251113,"NIMO - 15.6"" IPS FHD-Gaming-Laptop, 8 Cores AMD Ryzen 7 6800H 16GB DDR5 RAM 2TB SSD 4.7GHz Fingerprint 100W - Black",569,,,NIMO,AMD Ryzen 7 6800H,Ryzen 7,Ryzen 7 6800H,,16,2TB,15.6,FHD,,,Black,https://www.bestbuy.com/product/nimo-15-6-ips-fhd-gaming-laptop-8-cores-amd-ryzen-7-6800h-16gb-ddr5-ram-2tb-ssd-4-7ghz-fingerprint-100w-black/JJGHQYT7YC
20251113,"MSI - 18"" Gaming Laptop 3840 x 2400 () - Intel Core Ultra 9 285HX with 64GB Memory - GeForce RTX 5090 - 2 TB SSD - Core Black, Black",4637.71,,,MSI,Intel Core Ultra 9 285HX,Core Ultra 9,Core Ultra 9 285HX,RTX 5090,64,2TB,18,,,,"Core Black, Black",https://www.bestbuy.com/product/msi-18-gaming-laptop-3840-x-2400--intel-core-ultra-9-285hx-with-64gb-memory-geforce-rtx-5090-2-tb-ssd-core-black-black/J3P7TX6K4K
20251113,"Lenovo - Legion 5 15.1"" Gaming Laptop,Intel i7-14700HX,GeForce RTX 5060 8GB GDDR7,32GB DDR5,1TB SSD,Win 11 Pro - Black",1849,,,Lenovo,Intel i7-14700HX,Core i7,Core i7 14700HX,RTX 5060,8,1TB,15.1,,,,Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-gaming-laptopintel-i7-14700hxgeforce-rtx-5060-8gb-gddr732gb-ddr51tb-ssdwin-11-pro-black/JJGXY87HKF
20251113,"Lenovo - Legion 5 15.1"" Gaming Laptop,Intel i7-14700HX,GeForce RTX 5060 8GB GDDR7,64GB DDR5,2TB SSD,Win 11 Pro - Black",2049,,,Lenovo,Intel i7-14700HX,Core i7,Core i7 14700HX,RTX 5060,8,2TB,15.1,,,,Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-gaming-laptopintel-i7-14700hxgeforce-rtx-5060-8gb-gddr764gb-ddr52tb-ssdwin-11-pro-black/JJGXYGPR8J
20251113,"ASUS - TUF A18 18"" WQXGA Gaming Laptop - AMD Ryzen 7 260 with 64GB RAM - 4TB SSD - NVIDIA GeForce RTX 5070 - PCO Laptop Cooler - Gray",2399,,,ASUS,AMD Ryzen 7 260,Ryzen 7,Ryzen 7 260,RTX 5070,64,4TB,18,WQXGA,,,Gray,https://www.bestbuy.com/product/asus-tuf-a18-18-wqxga-gaming-laptop-amd-ryzen-7-260-with-64gb-ram-4tb-ssd-nvidia-geforce-rtx-5070-pco-laptop-cooler-gray/JJGHGYVCT6/sku/11201786
20251113,"Lenovo - Legion 5 15.1"" Gaming Laptop,Intel i7-14700HX,GeForce RTX 5060 8GB GDDR7,32GB DDR5,2TB SSD,Win 11 Pro - Black",1949,,,Lenovo,Intel i7-14700HX,Core i7,Core i7 14700HX,RTX 5060,8,2TB,15.1,,,,Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-gaming-laptopintel-i7-14700hxgeforce-rtx-5060-8gb-gddr732gb-ddr52tb-ssdwin-11-pro-black/JJGXYG6R8L
20251113,"Lenovo - Legion 5 15.1"" Gaming Laptop,Intel i7-14700HX,GeForce RTX 5060 8GB GDDR7,16GB DDR5,1TB SSD,Win 11 Pro - Black",1799,,,Lenovo,Intel i7-14700HX,Core i7,Core i7 14700HX,RTX 5060,8,1TB,15.1,,,,Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-gaming-laptopintel-i7-14700hxgeforce-rtx-5060-8gb-gddr716gb-ddr51tb-ssdwin-11-pro-black/JJGXYG3FQ8
20251113,"Lenovo - Legion 5 15.1"" Gaming Laptop,Intel i7-14700HX,GeForce RTX 5060 8GB GDDR7,64GB DDR5,4TB SSD,Win 11 Pro - Black",2199,,,Lenovo,Intel i7-14700HX,Core i7,Core i7 14700HX,RTX 5060,8,4TB,15.1,,,,Black,https://www.bestbuy.com/product/lenovo-legion-5-15-1-gaming-laptopintel-i7-14700hxgeforce-rtx-5060-8gb-gddr764gb-ddr54tb-ssdwin-11-pro-black/JJGXY8F225
20251113,"MSI - 18"" Gaming Laptop 3840 x 2400 () - AMD Ryzen 9 9955HX3D with 64GB Memory - GeForce RTX 5090 - 2 TB SSD - Core Black, Black",4743.13,,,MSI,AMD Ryzen 9 9955HX,Ryzen 9,Ryzen 9 9955HX,RTX 5090,64,2TB,18,,,,"Core Black, Black",https://www.bestbuy.com/product/msi-18-gaming-laptop-3840-x-2400--amd-ryzen-9-9955hx3d-with-64gb-memory-geforce-rtx-5090-2-tb-ssd-core-black-black/J3P7TXRC58
20251113,"Thunderobot - STORM 17.3"" QHD Gaming Laptop - Intel Core i7-13620H with 16GB RAM - NVIDIA GeForce RTX 5060 - 512GB SSD - Black",1609,,,Thunderobot,Intel Core i7-13620H,Core i7,Core i7 13620H,RTX 5060,16,512GB,17.3,QHD,,,Black,https://www.bestbuy.com/product/thunderobot-storm-17-3-qhd-gaming-laptop-intel-core-i7-13620h-with-16gb-ram-nvidia-geforce-rtx-5060-512gb-ssd-black/JCTWV2TP89/sku/11083408
20251113,"MSI - Thin 15.6"" Gaming Laptop,Intel i5-12450H,8GB RAM,512GB SSD+128GB Dock Station,GeForce RTX 2050,Win 11 Pro - Black",799,,,MSI,Intel i5-12450H,Core i5,Core i5 12450H,RTX 2050,8,512GB,15.6,,,,Black,https://www.bestbuy.com/product/msi-thin-15-6-gaming-laptopintel-i5-12450h8gb-ram512gb-ssd-128gb-dock-stationgeforce-rtx-2050win-11-pro-black/J3P7TXFZSH
20251113,"MSI - Thin 15.6"" Gaming Laptop,Intel i5-12450H,16GB RAM,1TB SSD+128GB Dock Station,GeForce RTX 2050,Win 11 Pro - Black",869,,,MSI,Intel i5-12450H,Core i5,Core i5 12450H,RTX 2050,16,1TB,15.6,,,,Black,https://www.bestbuy.com/product/msi-thin-15-6-gaming-laptopintel-i5-12450h16gb-ram1tb-ssd-128gb-dock-stationgeforce-rtx-2050win-11-pro-black/J3P7T3LVCS
20251113,"Thunderobot - Radiant 16 16"" WQXGA Gaming Laptop - Intel Core i7-14650HX with 64GB RAM - NVIDIA GeForce RTX 5060 - 2TB SSD - Black",1599,,,Thunderobot,Intel Core i7-14650HX,Core i7,Core i7 14650HX,RTX 5060,64,2TB,16,WQXGA,,,Black,https://www.bestbuy.com/product/thunderobot-radiant-16-16-wqxga-gaming-laptop-intel-core-i7-14650hx-with-64gb-ram-nvidia-geforce-rtx-5060-2tb-ssd-black/JC4Y5H976G/sku/11083423
20251113,"ASUS - ROG Strix G18 G815LP-XS97 Gaming Laptop, Ultra 9- 275HX, 64GB, 2TB SSD, 18 , RTX 5070, Win 11 Pro - Eclipse Gray",2725.49,,,ASUS,,,,RTX 5070,64,2TB,,,,,Eclipse Gray,https://www.bestbuy.com/product/asus-rog-strix-g18-g815lp-xs97-gaming-laptop-ultra-9-275hx-64gb-2tb-ssd-18--rtx-5070-win-11-pro-eclipse-gray/JJGHT49LPJ
20251113,"ASUS - ROG Strix G16 Gaming Laptop (Ryzen 9 9955HX, 32GB, 1TB PCIe SSD, 16.0 WQXGA (2560x1600), RTX 5070, Win 11 Home) - Eclipse Gray",2590.65,,,ASUS,Ryzen 9 9955HX,Ryzen 9,Ryzen 9 9955HX,RTX 5070,32,1TB,,WQXGA,,,Eclipse Gray,https://www.bestbuy.com/product/asus-rog-strix-g16-gaming-laptop-ryzen-9-9955hx-32gb-1tb-pcie-ssd-16-0-wqxga-2560x1600-rtx-5070-win-11-home-eclipse-gray/JJGHT4LRPG
20251113,"Lenovo - LOQ 15.6"" FHD 144Hz Gaming Laptop - AMD Ryzen 7 250 with 64GB RAM - 1TB SSD - NVIDIA GeForce RTX 5060 - PCO LT Cooler - Gray",1699,,,Lenovo,AMD Ryzen 7 250,Ryzen 7,Ryzen 7 250,RTX 5060,64,1TB,15.6,FHD,,144,Gray,https://www.bestbuy.com/product/lenovo-loq-15-6-fhd-144hz-gaming-laptop-amd-ryzen-7-250-with-64gb-ram-1tb-ssd-nvidia-geforce-rtx-5060-pco-lt-cooler-gray/JJGSQVX52T/sku/11027923
20251113,"MSI - Thin 15.6"" Gaming Laptop,Intel i5-12450H,64GB RAM,4TB SSD+128GB Dock Station,GeForce RTX 2050,Win 11 Pro - Black",1249,,,MSI,Intel i5-12450H,Core i5,Core i5 12450H,RTX 2050,64,4TB,15.6,,,,Black,https://www.bestbuy.com/product/msi-thin-15-6-gaming-laptopintel-i5-12450h64gb-ram4tb-ssd-128gb-dock-stationgeforce-rtx-2050win-11-pro-black/J3P7T2682F
20251113,"MSI - Thin 15 15.6"" Gaming Laptop,64GB RAM,4TB SSD+128GB Dock Station,Intel i5-12450H,GeForce RTX 2050,Win 11 - Black",1349,,,MSI,Intel i5-12450H,Core i5,Core i5 12450H,RTX 2050,64,4TB,15.6,,,,Black,https://www.bestbuy.com/product/msi-thin-15-15-6-gaming-laptop64gb-ram4tb-ssd-128gb-dock-stationintel-i5-12450hgeforce-rtx-2050win-11-black/J3P7T873TX
20251113,"MSI - Thin 15.6"" Gaming Laptop,Intel i5-12450H,32GB RAM,2TB SSD+128GB Dock Station,GeForce RTX 2050,Win 11 Pro - Black",979,,,MSI,Intel i5-12450H,Core i5,Core i5 12450H,RTX 2050,32,2TB,15.6,,,,Black,https://www.bestbuy.com/product/msi-thin-15-6-gaming-laptopintel-i5-12450h32gb-ram2tb-ssd-128gb-dock-stationgeforce-rtx-2050win-11-pro-black/J3P7T3H959
20251113,"MSI - Vector 16 HX AI 050 16"" 240Hz QHD+ Gaming Laptop - Intel Ultra 9-275HX - GeForce RTX 5080 - 16GB Memory - 1TBSSD - Cosmo Gray",2375.99,,,MSI,Intel Ultra 9-275HX,Core Ultra 9,Core Ultra 9 275HX,RTX 5080,16,1TB,16,QHD,,240,Cosmo Gray,https://www.bestbuy.com/product/msi-vector-16-hx-ai-050-16-240hz-qhd-gaming-laptop-intel-ultra-9-275hx-geforce-rtx-5080-16gb-memory-1tbssd-cosmo-gray/J3P7TX6Z7X
20251113,"MSI - Thin 15 15.6"" Gaming Laptop,Intel i5-12450H,8GB RAM,512GB SSD+128GB Dock Station,GeForce RTX 2050,Win 11 - Black",849,,,MSI,Intel i5-12450H,Core i5,Core i5 12450H,RTX 2050,8,512GB,15.6,,,,Black,https://www.bestbuy.com/product/msi-thin-15-15-6-gaming-laptopintel-i5-12450h8gb-ram512gb-ssd-128gb-dock-stationgeforce-rtx-2050win-11-black/J3P7T2F65Z
20251113,"HP - Victus 15.6"" FHD Gaming Laptop,Intel i5-13420H,32GB RAM,2TB PCIe SSD,GeForce RTX 4050,Win 11 - Mica Silver",1149,,,HP,Intel i5-13420H,Core i5,Core i5 13420H,RTX 4050,32,,15.6,FHD,,,Mica Silver,https://www.bestbuy.com/product/hp-victus-15-6-fhd-gaming-laptopintel-i5-13420h32gb-ram2tb-pcie-ssdgeforce-rtx-4050win-11-mica-silver/JJG2RWYXZK/sku/11024832
20251113,"Lenovo - LOQ 17.3"" FHD Gaming Laptop - Intel Core i5-13450HX 64GB RAM - 1TB SSD - NVIDIA GeForce RTX 5050 - PCO Laptop Cooler - Gray",1459,,,Lenovo,Intel Core i5-13450HX,Core i5,Core i5 13450HX,RTX 5050,64,1TB,17.3,FHD,,,Gray,https://www.bestbuy.com/product/lenovo-loq-17-3-fhd-gaming-laptop-intel-core-i5-13450hx-64gb-ram-1tb-ssd-nvidia-geforce-rtx-5050-pco-laptop-cooler-gray/JJGSH3C5KH/sku/11230336
20251113,"MSI - Thin 15 15.6"" Gaming Laptop,Intel i5-12450H,16GB RAM,1TB SSD+128GB Dock Station,GeForce RTX 2050,Win 11 - Black",929,,,MSI,Intel i5-12450H,Core i5,Core i5 12450H,RTX 2050,16,1TB,15.6,,,,Black,https://www.bestbuy.com/product/msi-thin-15-15-6-gaming-laptopintel-i5-12450h16gb-ram1tb-ssd-128gb-dock-stationgeforce-rtx-2050win-11-black/J3P7T2VY5L
20251113,"MSI - Raider Gaming Laptop (Ultra 9- 285HX, 64GB, 2TB PCIe SSD, 18 Mini LED 4K (3840x2400), RTX 5090, Win 11 Pro) - Core Black",5799.99,,,MSI,,,,RTX 5090,64,,,4K,,,Core Black,https://www.bestbuy.com/product/msi-raider-gaming-laptop-ultra-9-285hx-64gb-2tb-pcie-ssd-18-mini-led-4k-3840x2400-rtx-5090-win-11-pro-core-black/JJGHT4CGH2
20251113,"HP - OMEN 16"" 2K 144Hz Gaming Laptop,AMD Ryzen 9 8940HX,32GB DDR5,1TB SSD,NVIDIA GeForce RTX 5060,Win 11 - Black",1799,,,HP,AMD Ryzen 9 8940HX,Ryzen 9,Ryzen 9 8940HX,RTX 5060,32,1TB,16,2K,,144,Black,https://www.bestbuy.com/product/hp-omen-16-2k-144hz-gaming-laptopamd-ryzen-9-8940hx32gb-ddr51tb-ssdnvidia-geforce-rtx-5060win-11-black/JJG2RTSSVP
20251113,"HP - OMEN 16"" 2K 144Hz Gaming Laptop,AMD Ryzen 9 8940HX,32GB DDR5,2TB SSD,NVIDIA GeForce RTX 5060,Win 11 - Black",1899,,,HP,AMD Ryzen 9 8940HX,Ryzen 9,Ryzen 9 8940HX,RTX 5060,32,2TB,16,2K,,144,Black,https://www.bestbuy.com/product/hp-omen-16-2k-144hz-gaming-laptopamd-ryzen-9-8940hx32gb-ddr52tb-ssdnvidia-geforce-rtx-5060win-11-black/JJG2RT29Z9
20251113,"ASUS - ROG Strix G16 Gaming Laptop,GeForce RTX 5070 Ti 12GB GDDR7,Ryzen 9 8940HX,32GB DDR5,2TB SSD,Win 11 - Gray",2449,,,ASUS,Ryzen 9 8940HX,Ryzen 9,Ryzen 9 8940HX,RTX 5070 Ti,12,2TB,,,,,Gray,https://www.bestbuy.com/product/asus-rog-strix-g16-gaming-laptopgeforce-rtx-5070-ti-12gb-gddr7ryzen-9-8940hx32gb-ddr52tb-ssdwin-11-gray/JJG7VQTVLC
20251113,"ASUS - ROG Strix G16 Gaming Laptop,GeForce RTX 5070 Ti 12GB GDDR7,Ryzen 9 8940HX,64GB DDR5,4TB SSD,Win 11 - Gray",2699,,,ASUS,Ryzen 9 8940HX,Ryzen 9,Ryzen 9 8940HX,RTX 5070 Ti,12,4TB,,,,,Gray,https://www.bestbuy.com/product/asus-rog-strix-g16-gaming-laptopgeforce-rtx-5070-ti-12gb-gddr7ryzen-9-8940hx64gb-ddr54tb-ssdwin-11-gray/JJG7VH4PHP
